system:index,area_km2,class,class_color,classe,nome,territory,year,.geo
17_6_7,9.826044317871116,104.0,7F3822,Glebas Públicas Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_6_8,0.33762228930664084,105.0,A85529,Glebas Públicas - FPND Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_6_9,7.769262243469246,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_6_10,0.40294854119873064,109.0,EE2918,Assentamento-A Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_6_11,1.2130581666259832,110.0,5EDC40,Assentamento-B Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_6_12,221.6268477048837,111.0,008148,UCUS Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_6_13,17.820987659301935,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_6_14,0.788990112976074,115.0,41BBD9,Massas d'água Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_6_15,0.023229267211914064,120.0,03405D,Imóvel Rural Privado e UCUS Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_6_16,0.0035736071777343744,199.0,9D9D9C,Outras Sobreposições Com CAR,Porto de Moz,1505908.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_0,0.0722494495849609,1.0,DBA303,Terra Indígena Homologada Sem CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_1,0.5839156478271491,4.0,7F3822,Glebas Públicas Sem CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_2,0.02053535052490234,5.0,A85529,Glebas Públicas - FPND Sem CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_3,0.25803792309570306,9.0,EE2918,Assentamento-A Sem CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_4,0.03214562548828125,11.0,008148,UCUS Sem CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_5,0.016075600708007814,14.0,E5E5E5,Áreas Urbanas Sem CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_6,0.02587640399169921,15.0,41BBD9,Massas d'água Sem CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_7,6.441896283447248,104.0,7F3822,Glebas Públicas Com CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_8,0.383902262756348,105.0,A85529,Glebas Públicas - FPND Com CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_9,0.41154024597167904,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_10,11.338459116455086,109.0,EE2918,Assentamento-A Com CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_11,0.25359786340332036,110.0,5EDC40,Assentamento-B Com CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_12,0.19911615167236324,111.0,008148,UCUS Com CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_13,0.20251758306884748,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_14,0.03303002001953125,115.0,41BBD9,Massas d'água Com CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_7_15,0.05447061352539057,199.0,9D9D9C,Outras Sobreposições Com CAR,Senador José Porfírio,1507805.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_0,1.1726541468505864,1.0,DBA303,Terra Indígena Homologada Sem CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_1,8.494395771972684,4.0,7F3822,Glebas Públicas Sem CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_2,0.20966206549072264,5.0,A85529,Glebas Públicas - FPND Sem CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_3,0.2479532797241212,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_4,0.3139979782104491,9.0,EE2918,Assentamento-A Sem CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_5,0.062456322326660145,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_6,0.025871802368164065,14.0,E5E5E5,Áreas Urbanas Sem CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_7,0.0026755433959960934,101.0,DBA303,Terra Indígena Homologada Com CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_8,33.98146135083007,104.0,7F3822,Glebas Públicas Com CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_9,0.5665017327270506,105.0,A85529,Glebas Públicas - FPND Com CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_10,15.079718478515591,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_11,11.972423122558572,109.0,EE2918,Assentamento-A Com CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_12,6.631922239685074,110.0,5EDC40,Assentamento-B Com CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_13,0.7102667374877921,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_14,0.03122464099121094,114.0,E5E5E5,Áreas Urbanas Com CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_8_15,0.015159700866699218,199.0,9D9D9C,Outras Sobreposições Com CAR,Uruará,1508159.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_0,0.005354438720703125,2.0,FEEB72,Terra Indígena não Homologada Sem CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_1,4.920735899536133,4.0,7F3822,Glebas Públicas Sem CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_2,0.24103695007324222,5.0,A85529,Glebas Públicas - FPND Sem CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_3,0.17319044885253906,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_4,0.12764734112548828,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_5,0.5747984647216791,15.0,41BBD9,Massas d'água Sem CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_6,0.03748101593017577,102.0,FEEB72,Terra Indígena não Homologada Com CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_7,18.21449460925284,104.0,7F3822,Glebas Públicas Com CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_8,0.48740390576171827,105.0,A85529,Glebas Públicas - FPND Com CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_9,10.026031758544894,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_10,1.6576495974121115,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_11,0.045527107238769536,114.0,E5E5E5,Áreas Urbanas Com CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_9_12,0.20261074060058595,115.0,41BBD9,Massas d'água Com CAR,Vitória do Xingu,1508357.0,2002,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_0,14.856020833801265,1.0,DBA303,Terra Indígena Homologada Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_1,5.09913868792723,3.0,F14A74,Área Militar Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_2,21.21320467016604,4.0,7F3822,Glebas Públicas Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_3,10.155357321349632,5.0,A85529,Glebas Públicas - FPND Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_4,0.4200428259277345,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_5,0.03301895654296876,9.0,EE2918,Assentamento-A Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_6,2.616617213745132,11.0,008148,UCUS Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_7,51.723955081848445,12.0,21B8A1,UCPI Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_8,27.77187257891852,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_9,0.32436857635498023,14.0,E5E5E5,Áreas Urbanas Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_10,0.49006063079834034,15.0,41BBD9,Massas d'água Sem CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_11,0.002675679443359375,101.0,DBA303,Terra Indígena Homologada Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_12,2.068987583129898,103.0,F14A74,Área Militar Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_13,153.0331815097647,104.0,7F3822,Glebas Públicas Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_14,28.658734464967313,105.0,A85529,Glebas Públicas - FPND Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_15,66.57521615960735,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_16,12.899876263061334,109.0,EE2918,Assentamento-A Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_17,32.78478682910152,110.0,5EDC40,Assentamento-B Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_18,6.559489685485822,111.0,008148,UCUS Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_19,100.6209587358418,112.0,21B8A1,UCPI Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_20,141.58223155548282,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_21,0.015973684509277344,114.0,E5E5E5,Áreas Urbanas Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_22,1.1349475053710938,115.0,41BBD9,Massas d'água Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_23,0.0499008671875,118.0,B0D904,Terra Indígena não Homologada e UCUS Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0_24,0.2656217320556643,199.0,9D9D9C,Outras Sobreposições Com CAR,Altamira,1500602.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_0,1.1127074801635741,1.0,DBA303,Terra Indígena Homologada Sem CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_1,2.422280189208984,4.0,7F3822,Glebas Públicas Sem CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_2,0.07405817944335938,5.0,A85529,Glebas Públicas - FPND Sem CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_3,0.10085602941894527,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_4,1.1567873915405262,9.0,EE2918,Assentamento-A Sem CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_5,3.8376425021972578,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_6,0.005356080078125,14.0,E5E5E5,Áreas Urbanas Sem CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_7,0.010711542419433593,15.0,41BBD9,Massas d'água Sem CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_8,26.472733165466376,104.0,7F3822,Glebas Públicas Com CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_9,0.8310759200439451,105.0,A85529,Glebas Públicas - FPND Com CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_10,19.019057502502346,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_11,29.793068697570614,109.0,EE2918,Assentamento-A Com CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_12,0.564093740295409,110.0,5EDC40,Assentamento-B Com CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_13,11.443408172485375,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_1_14,0.011604879150390627,114.0,E5E5E5,Áreas Urbanas Com CAR,Anapu,1500859.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_0,0.1061582536010742,1.0,DBA303,Terra Indígena Homologada Sem CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_1,2.011268773193358,4.0,7F3822,Glebas Públicas Sem CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_2,0.08838093975830082,5.0,A85529,Glebas Públicas - FPND Sem CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_3,0.5427782666015625,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_4,0.03660640240478516,9.0,EE2918,Assentamento-A Sem CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_5,8.924613647460938E-4,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_6,27.021292513976988,104.0,7F3822,Glebas Públicas Com CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_7,0.733844052062988,105.0,A85529,Glebas Públicas - FPND Com CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_8,16.443919212890616,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_9,10.306344154052713,109.0,EE2918,Assentamento-A Com CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_10,2.6939390036010717,110.0,5EDC40,Assentamento-B Com CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_2_11,0.061590356872558615,199.0,9D9D9C,Outras Sobreposições Com CAR,Brasil Novo,1501725.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_0,0.0035689609375,1.0,DBA303,Terra Indígena Homologada Sem CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_1,1.2092178475341784,4.0,7F3822,Glebas Públicas Sem CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_2,0.05889960736083983,5.0,A85529,Glebas Públicas - FPND Sem CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_3,0.014277530212402346,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_4,0.1329802817993162,9.0,EE2918,Assentamento-A Sem CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_5,0.023212545166015626,10.0,5EDC40,Assentamento-B Sem CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_6,0.03926627655029295,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_7,0.14546534381103515,14.0,E5E5E5,Áreas Urbanas Sem CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_8,0.005356559997558593,99.0,9D9D9C,Outras Sobreposições Sem CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_9,7.2095872675170956,104.0,7F3822,Glebas Públicas Com CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_10,0.22933701794433592,105.0,A85529,Glebas Públicas - FPND Com CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_11,1.9026262873535147,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_12,16.583124849121212,109.0,EE2918,Assentamento-A Com CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_13,11.2639416621093,110.0,5EDC40,Assentamento-B Com CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_14,0.0562183090820313,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_3_15,0.28209305328369166,199.0,9D9D9C,Outras Sobreposições Com CAR,Medicilândia,1504455.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_0,3.676852083374022,4.0,7F3822,Glebas Públicas Sem CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_1,0.1471973928833008,5.0,A85529,Glebas Públicas - FPND Sem CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_2,0.2096728098144533,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_3,0.7387995572509768,9.0,EE2918,Assentamento-A Sem CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_4,0.5057473224487306,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_5,0.0026766180419921875,14.0,E5E5E5,Áreas Urbanas Sem CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_6,71.07185123345963,104.0,7F3822,Glebas Públicas Com CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_7,1.1818622634277336,105.0,A85529,Glebas Públicas - FPND Com CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_8,16.504563079894996,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_9,58.57843476904285,109.0,EE2918,Assentamento-A Com CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_10,8.244786026428251,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_11,0.017846213378906246,114.0,E5E5E5,Áreas Urbanas Com CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_4_12,3.250984857727049,199.0,9D9D9C,Outras Sobreposições Com CAR,Pacajá,1505486.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_0,1.5607480121459967,4.0,7F3822,Glebas Públicas Sem CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_1,0.12667457067871096,5.0,A85529,Glebas Públicas - FPND Sem CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_2,0.018730747985839846,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_3,0.057970264099121094,9.0,EE2918,Assentamento-A Sem CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_4,1.7564124719848646,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_5,0.06422279705810549,14.0,E5E5E5,Áreas Urbanas Sem CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_6,12.925401228637696,104.0,7F3822,Glebas Públicas Com CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_7,0.60482153704834,105.0,A85529,Glebas Públicas - FPND Com CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_8,5.503576244323735,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_9,9.459350734558095,109.0,EE2918,Assentamento-A Com CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_10,1.2410702589111335,110.0,5EDC40,Assentamento-B Com CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_11,0.31229495037841803,111.0,008148,UCUS Com CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_12,16.580839346801667,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_13,0.2372691188354492,114.0,E5E5E5,Áreas Urbanas Com CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_5_14,0.09990653204345706,199.0,9D9D9C,Outras Sobreposições Com CAR,Placas,1505650.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_0,2.689870051147475,4.0,7F3822,Glebas Públicas Sem CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_1,0.22418186578369145,5.0,A85529,Glebas Públicas - FPND Sem CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_2,0.15629521679687494,8.0,6A3D9A,Imóvel Rural Privado Sem CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_3,0.008932432128906249,10.0,5EDC40,Assentamento-B Sem CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_4,1.613475713989259,13.0,494949,Áreas Sem Registro Fundiário Georreferenciado Sem CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_5,0.0705792119140625,15.0,41BBD9,Massas d'água Sem CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_6,0.00803746728515625,99.0,9D9D9C,Outras Sobreposições Sem CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_7,13.827626031066952,104.0,7F3822,Glebas Públicas Com CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_8,0.911026675781247,105.0,A85529,Glebas Públicas - FPND Com CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_9,14.156577589477466,108.0,6A3D9A,Imóvel Rural Privado Com CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_10,0.24569595855712884,109.0,EE2918,Assentamento-A Com CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_11,1.1201715679321307,110.0,5EDC40,Assentamento-B Com CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_12,56.32844805108662,111.0,008148,UCUS Com CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_13,9.869289587585481,113.0,494949,Áreas Sem Registro Fundiário Georreferenciado Com CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_14,0.19030433660888676,115.0,41BBD9,Massas d'água Com CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_6_15,0.163500471130371,120.0,03405D,Imóvel Rural Privado e UCUS Com CAR,Porto de Moz,1505908.0,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
